ExpressId,GlobalId,IfcClass,Family,Type,Level,Material:Name,Material:Description,Material:Area,Material:Volume
223959,2L7XoMoqLCLwj1uGORUE$b,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.4830000000000018,0.005795999999999751
224017,2L7XoMoqLCLwj1uGORUE$a,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.30306666666666904,0.003636800000000186
224075,2L7XoMoqLCLwj1uGORUE$d,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.4835999999999994,0.00580319999999972
224133,2L7XoMoqLCLwj1uGORUE$c,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.026600000000000235,0.00031919999999998786
224191,2L7XoMoqLCLwj1uGORUE$X,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9436000000000008,0.011323199999999476
224249,2L7XoMoqLCLwj1uGORUE$W,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.8857333333333299,0.010628800000000022
224307,2L7XoMoqLCLwj1uGORUE$Z,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9429999999999971,0.011316000000001478
224365,2L7XoMoqLCLwj1uGORUE$Y,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6363333333333325,0.007635999999999633
224423,2L7XoMoqLCLwj1uGORUE$j,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.24173333333333907,0.0029008000000002813
224481,2L7XoMoqLCLwj1uGORUE$i,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,2.391999999999999,0.028703999999998644
224539,2L7XoMoqLCLwj1uGORUE$l,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9429999999999459,0.011315999999999672
224597,2L7XoMoqLCLwj1uGORUE$k,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,1.192400000000002,0.014308800000001936
224655,2L7XoMoqLCLwj1uGORUE$f,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9429999999999333,0.011315999999999861
224713,2L7XoMoqLCLwj1uGORUE$e,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,2.3919999999999955,0.0287039999999986
224771,2L7XoMoqLCLwj1uGORUE$h,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.24173333333333386,0.002900800000000394
224829,2L7XoMoqLCLwj1uGORUE$g,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6363333333333286,0.007635999999999585
224887,2L7XoMoqLCLwj1uGORUE$r,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9430000000000002,0.011316000000001514
224945,2L7XoMoqLCLwj1uGORUE$q,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.885733333333336,0.010628799999999937
225003,2L7XoMoqLCLwj1uGORUE$t,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9435999999999958,0.011323199999999417
225061,2L7XoMoqLCLwj1uGORUE$s,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.026600000000000235,0.00031919999999998786
225119,2L7XoMoqLCLwj1uGORUE$n,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.4836000000000005,0.005803199999999733
225177,2L7XoMoqLCLwj1uGORUE$m,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.3030666666666667,0.003636800000000158
225235,2L7XoMoqLCLwj1uGORUE$p,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.48299999999999715,0.005795999999999693
225293,2L7XoMoqLCLwj1uGORUE$o,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.6629333333333287,0.00795519999999957
225351,2L7XoMoqLCLwj1uGORUE$z,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.9695999999999987,0.011635199999999965
225409,2L7XoMoqLCLwj1uGORUE$y,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.0920000000000036,0.0011040000000000416
225467,2L7XoMoqLCLwj1uGORUE$$,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.15740000000000146,0.0018888000000000993
225525,2L7XoMoqLCLwj1uGORUE$_,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.09200000000000351,0.0011040000000000485
225583,2L7XoMoqLCLwj1uGORUE$v,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.808599999999992,0.009703199999999523
225641,2L7XoMoqLCLwj1uGORUE$u,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,2.6373333333333324,0.031648000000001356
225699,2L7XoMoqLCLwj1uGORUE$x,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.4257333333333342,0.005108800000000999
225757,2L7XoMoqLCLwj1uGORUE$w,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,6.221733333333336,0.07466079999999653
225815,2L7XoMoqLCLwj1uGORUE$5,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,0.4257333333333229,0.005108800000000556
225873,2L7XoMoqLCLwj1uGORUE$4,IfcWall,Basic Wall,W-Skirting (100mm),First Floor,Tile,Flooring finished with 12mm thick ceramic tiles,2.6361333333333365,0.031633600000001406
